Carimbo de data/hora,Qual sua atividade atual na UFPR (relacionada à presença nesta disciplina)?,Qual o Setor de atuação/estudo na UFPR?  ,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação?,De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas diferentes de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) estatístico(s) você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,Qual das seguintes categorias descreve melhor sua situação de emprego?,Sexo,Quantos irmãos você tem?,Qual a sua origem?,Você mora,Qual seu meio de transporte predominante para ir para Universidade?,Possui habilitação para dirigir? Qual categoria?,"Em média, quanto tempo você demora para chegar a Universidade?",Qual a sua altura?,Qual o seu peso?,Possui animal de estimação?,Toca algum instrumento musical?,Qual a data do seu nascimento?,De quais redes sociais você participa?,"Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Você é o provedor da conta de NETFLIX da sua família/amigos?,O arroz do Natal tem que ser,Quantos anos você acha que a pessoa da foto abaixo tem?,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu algum vídeo da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,"Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina (Paulo Afonso, Walmes, Fernando Mayer, Cesar)?"
13/03/2019 08:50:23,Professor,SL - Litoral,1993,UFPR,Iniciação científica,1995,1997,UFPR,16,Não,0,6,Sim,"Statistica, Excel, Bioestat 5.0",Certamente sim,10,professora do magistério superior 40 horas DE,Feminino,0,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,B (carro),15,164,60,cães e gatos,Não,18/08/1971,"Facebook, Instagram",0,Não,com uvas passas,40,,pela pós-graduação em que leciono (PPGDTS) ,Não,Não,Não
13/03/2019 08:59:50,Doutorado,AG - Agrárias,2004,UFSC,Iniciação científica,2005,2007,UFSC,0,Não,1,1,Sim,"Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Outro Estado,Com outros familiares,Carro/moto próprio,B (carro),20,168,60,Não,Não,02/07/1982,Facebook,0,Sim,tanto faz.,65,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 09:29:34,Doutorado,CH - Humanas,2009,Universidade do Estado de Santa Catarina,,2015,2017,Universidade Tuiuti do Paraná - UTP,5,Não,2,0,Não,Excel,Não sei ainda,7,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),60,163,68,cachorro; gato; coelho,Não,15/10/1977,"Facebook, Twitter",1,Sim,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Não,Não,Não
13/03/2019 09:29:50,Mestrado Acadêmico,AG - Agrárias,2015,UEL,Estágio em biotecnologia,,2019,,0,CAPES,1,5,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),80,158,57,Cachorro,Não,18/08/1992,,3,Sim,com uvas passas,59,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 09:43:39,Mestrado Acadêmico,BL - Ciências Biológicas,2017,UEPG,"Iniciação científica, Bolsista de (algum outro) projeto",,,,0,CAPES,1,0,Sim,R,Certamente sim,10,Bolsista em tempo integral,Feminino,1,Interior do Paraná,"Pensão, quarto alugado ou algo similar",A pé,B (carro),25,165,60,Não,Não,25/05/1994,"Facebook, Twitter, Instagram, Linkedin",10,Sim,com uvas passas,52,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 09:53:34,Professor,SP - Palotina,1996,Universidade Estadual de Londrina,Iniciação científica,1999,2001,Universidade Estadual de Londrina,32,Não,01,0,Sim,Epi info,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,45,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,A e B (moto e carro),10,170,62,gatos; cachorros,violão e flauta doce,03/04/1973,Facebook,0,Sim,sem uvas passas,40,,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
13/03/2019 10:29:42,Doutorado,CT - Ciências da Terra,2015,UFPR,Iniciação científica,2015,2017,UFPR,0,CAPES,1,0,Sim,R,Não sei ainda,5,Bolsista em tempo integral,Masculino,3,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),25,170,75,Cachorro,Não,09/04/1988,"Facebook, Instagram",3,Sim,sem uvas passas,55,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 10:55:12,Mestrado Acadêmico,AG - Agrárias,2012,UNIVERSIDADE TUIUTI DO PARANÁ,"Iniciação científica, Bolsista de (algum outro) projeto",,,,1,Não,1,1,Não,NENHUM,Não sei ainda,10,Trabalho ocasional,Feminino,2,Outro Estado,Com os pais,Transporte público,Não,60,160,62,"GATO, CACHORRO",Não,21/12/1983,"Facebook, Google+",4,Não,com uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 11:03:33,Mestrado Acadêmico,AG - Agrárias,2017,IFPE - CVSA,"Iniciação científica, Monitoria",,,,1,CNPQ,2,5,Sim,"SAS, Excel, SISVAR, ASISTAT",Certamente sim,9,Bolsista em tempo integral,Feminino,2,Outro Estado,"Pensão, quarto alugado ou algo similar",A pé,Não,10,161,72,Não,Não,22/07/1995,"Facebook, Google+, Instagram, Linkedin",8,Não tenho conta no NETFLIX,com uvas passas,45,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 11:07:35,Doutorado,AG - Agrárias,2016,UFF,Bolsista de (algum outro) projeto,2016,2018,UFF,1,Não,2,1,Sim,"R, Excel, PAST",Certamente sim,10,Trabalho por contrato,Masculino,3,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,A pé,B (carro),30,182,71,Não,Não,06/03/1990,"Facebook, Google+, Instagram, Linkedin, Outras",4,Não,tanto faz.,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 12:15:13,Doutorado,CT - Ciências da Terra,2016,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto",2016,2018,UFPR,3,Não,0,0,Sim,"R, SPSS, Excel",Certamente sim,10,Aguardando bolsa,Masculino,0,Interior do Paraná,Com os pais,Carro/moto próprio,A e B (moto e carro),15,170,73,Não,Bateria,23/09/1992,"Facebook, Instagram",0,Sim,sem uvas passas,45,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 13:06:31,Mestrado Acadêmico,SD - Saúde,1992,UFPR,kellogs,,,,0,Não,02,0,Sim,Excel,Certamente sim,10,servidor publico,Feminino,3,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,Superior à B,20,162,80,"gato, cachorro","piano, acordeon",28/06/1970,"Facebook, Twitter, Instagram, Linkedin, Outras",0,Não,com uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 13:10:51,Doutorado,AG - Agrárias,2008,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto, Empresa Júnior",2010,2012,UFPR,3,Não,1,3,Sim,"R, SAS, Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),90,157,65,"Cães, patas e Coelho",Não,28/10/1976,"Facebook, Instagram, Linkedin",0,Não,tanto faz.,55,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Sim,Não
13/03/2019 13:32:35,Doutorado,SD - Saúde,2011,UFPR,"Iniciação científica, PET, Bolsista de (algum outro) projeto",2012,2014,UFPR,3,CAPES,1,0,Sim,"Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,163,65,cachorro,Não,09/03/1988,"Facebook, Instagram, Linkedin",0,Sim,tanto faz.,55,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 13:48:46,Mestrado Acadêmico,AG - Agrárias,2014,Faculdade Evangélica do Paraná,,,,,0,Não,1,1,Não,SAS,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),10,161,51,Gato,Não,04/01/1993,"Facebook, Google+, Instagram, Linkedin",4,Sim,sem uvas passas,55,Aumento salarial e oportunidades mais promissoras.,Por alguma página institucional da UFPR na mídia social,Não,Não,Não
13/03/2019 13:52:59,Mestrado Acadêmico,ET - Exatas,2017,UFPR,Iniciação científica,2018,2020,UFPR,2,CAPES,1,0,Sim,"SAS, Excel",Certamente sim,8,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com outros familiares,Transporte público,B (carro),25,158,62,gato,Não,22/10/1992,Facebook,2,Não,sem uvas passas,58,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Sim,Não
13/03/2019 13:54:12,Doutorado,AG - Agrárias,2013,Universidade Federal do Vale do São Francisco,"Monitoria, Extensão",2017,2019,Universidade de Pernambuco,0,CAPES,2,2,Sim,R,Certamente sim,10,Bolsista em tempo integral,Feminino,6,Outro Estado,Com amigos,A pé,Não,5,165,103,Não,Não,03/07/1986,"Facebook, Instagram, Linkedin",2,Não,com uvas passas,38,Conseguir um emprego.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 13:55:20,Doutorado,ET - Exatas,2015,FURB,PIBID,2016,2017,FURB,7,CAPES,3,5,Sim,"R, SPSS, Excel, STATA; STATGRAPHICS.",Certamente sim,10,Bolsista em tempo integral,Feminino,5,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),25,166,90,Não,Não,16/08/1994,"Facebook, Twitter, Instagram, Linkedin",1,Sim,sem uvas passas,46,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Sim,Não
13/03/2019 13:55:21,Mestrado Acadêmico,AG - Agrárias,2018,Universidade estadual de Santa Cruz ,PET,,2021,UFPR,0,CAPES,1,0,Sim,Excel,Certamente sim,6,Bolsista em tempo integral,Feminino,2,Outro Estado,Com amigos,A pé,B (carro),7,160,58,Não,Não,10/07/1994,"Facebook, Instagram",3,Não,sem uvas passas,65,Conseguir um emprego.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 14:00:29,Aluna não regular do mestrado em contabilidade,SA - Sociais Aplicadas,2014,FACULDADE METROPOLITANADE BLUMENAU,Bolsista de (algum outro) projeto,2019,,UFPR,0,Não,1,1,Sim,Excel,Certamente sim,10,SERVIDOR,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),20,158,62,CÃO,Não,18/04/1987,"Facebook, Instagram",4,Sim,tanto faz.,55,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Sim,Não,Não
13/03/2019 14:01:52,Mestrado Acadêmico,SD - Saúde,2011,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",,,,2,Não,1,0,Não,SAS,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,170,62,Não,piano,15/02/1988,"Facebook, Instagram",1,Sim,tanto faz.,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos outros professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não
13/03/2019 14:03:30,Mestrado Acadêmico,SD - Saúde,2010,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto",,2020,,4,Não,1,1,Não,R,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),45,166,60,cachorro,Não,05/09/1986,Facebook,0,Não,com uvas passas,54,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
13/03/2019 14:04:31,Mestrado Acadêmico,AG - Agrárias,2018,FATEC Pompéia - Centro Paula Souza,Monitoria,,,UFPR,0,CAPES,1,0,Sim,"R, Minitab, Excel",Certamente sim,8,Bolsista em tempo integral,Masculino,1,Outro Estado,Sozinho,Carro/moto próprio,A e B (moto e carro),30,192,102,Não,violão; acordeon; piano; trompete,07/09/1990,Linkedin,0,Não tenho conta no NETFLIX,tanto faz.,60,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 14:06:19,Mestrado Acadêmico,ET - Exatas,2009,UFPR,Bolsista de (algum outro) projeto,,,,0,Não,1,0,Sim,Excel,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Curitiba ou região metropolitana,Com os pais,Transporte público,Não,90,170,60,Não,Não,09/08/1979,Facebook,0,Não tenho conta no NETFLIX,tanto faz.,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 14:09:21,Doutorado,TC - Tecnologia,2003,UFPR,,2014,2017,UFPR,1,Não,2,0,Sim,Statistica,Certamente sim,9,servidor público (UFPR),Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),40,167,83,cachorro,Não,21/07/1977,,0,Não,tanto faz.,53,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Não,Não,Não
13/03/2019 14:12:23,Mestrado Acadêmico,SD - Saúde,2013,UFPR,Monitoria,,,,1,Não,1,08,Não,Excel,Certamente sim,9,Trabalho por contrato,Feminino,0,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),30,164,65,Gato,Não,10/07/1989,"Facebook, Instagram",15,Sim,sem uvas passas,35,Ser professora,Site da UFPR,Não,Não,Não
13/03/2019 14:12:41,Doutorado,AG - Agrárias,2010,Faculdade Evangélica do Paraná,"Iniciação científica, Monitoria",2016,2018,UFPR,0,CAPES,1,1,Sim,"R, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),35,169,73,Cão,Violão,19/01/1993,"Facebook, Google+, Linkedin",0,Não,sem uvas passas,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma página institucional da UFPR na mídia social,Não,Sim,Não
13/03/2019 14:13:54,Doutorado,AG - Agrárias,1999,UFPR,"Iniciação científica, Monitoria, bolsa trabalho",2005,2007,UFPR,6,Não,1,11,Não,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,173,70,Não,Não,21/06/1976,Facebook,0,Não,sem uvas passas,49,Aumento salarial e oportunidades mais promissoras.,obrigatória para a pós em ciencias veterinarias UFPR,Não,Não,Não
13/03/2019 14:17:55,Doutorado,AG - Agrárias,1996,UFPR,,2007,2009,UFPR,1,Não,1,7,Não,Excel,Certamente sim,10,Trabalho ocasional,Feminino,2,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),8,163,52,cão,Não,20/07/1973,"Facebook, Google+, Instagram",6,Não,tanto faz.,55,Trazer contribuições à sociedade e realização ,Site da UFPR,Não,Não,Não
13/03/2019 14:21:32,Doutorado,SD - Saúde,1994,UFPR,,2014,2016,uftpr,3,Não,1,2,Sim,"SPSS, Excel",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Sozinho,Carro/moto próprio,B (carro),30,184,84,cachorro,Não,26/03/1968,"Instagram, Linkedin",3,Sim,com uvas passas,34,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
13/03/2019 14:20:19,Doutorado,AG - Agrárias,2006,UEM,"Iniciação científica, Bolsista de (algum outro) projeto",2013,2015,UNIPAR,7,CAPES,1,0,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,2,Curitiba ou região metropolitana,Com outros familiares,Transporte público,B (carro),30,170,95,Não,Violino,05/05/1983,"Facebook, Instagram, Linkedin",15,Sim,tanto faz.,65,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 14:24:38,Doutorado,BL - Ciências Biológicas,2017,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto",2017,2019,UFPR,5,Inteligência Esportiva,0,0,Sim,"SPSS, Excel",Não sei ainda,7,Bolsista em tempo integral,Feminino,2,Curitiba ou região metropolitana,Sozinho,Carro/moto próprio,B (carro),30,160,50,Não,violão;guitarra,05/05/1994,"Facebook, Instagram",1,Sim,sem uvas passas,45,Conseguir um emprego.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 14:24:47,Mestrado Acadêmico,SD - Saúde,2017,Centro Universitário UniDOMBOSCO,Iniciação científica,,,,0,CAPES,1,0,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,158,95,Cachorros,Não,21/08/1994,"Facebook, Instagram, Linkedin",0,Sim,sem uvas passas,20,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 14:26:51,Aluno externo,AG - Agrárias,2017,Unicentro,"Iniciação científica, Monitoria",,,,0,CAPES,2,1,Sim,"R, SAS, Statistica, SPSS, Excel",Certamente sim,9,Bolsista em tempo integral,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),20,164,52,Não,Não,22/12/1995,"Facebook, Twitter, Instagram",4,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por amigos,Não,Não,Não
13/03/2019 14:25:15,Mestrado Acadêmico,ET - Exatas,2018,UFPR,"Iniciação científica, PET, Monitoria",,,,0,CAPES,1,0,Sim,"R, Excel",Certamente sim,9,Bolsista em tempo integral,Masculino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,Não,40,179,85,Cachorro,Não,07/07/1996,"Facebook, Instagram, Linkedin, Outras",5,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Sim,Sim
13/03/2019 14:31:27,Doutorado,AG - Agrárias,2016,UFSM,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto, Empresa Júnior",2017,2018,UFSM,7,CNPQ,2,2,Sim,"R, SAS, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,A pé,A e B (moto e carro),15,180,80,Não,Violão,11/10/1993,"Facebook, Instagram",5,Não,com uvas passas,40,Ser professor,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 14:42:23,Doutorado,CH - Humanas,2007,Universidade Federal de Rondônia,,2012,2014,PUC/RS,1,Não,0,0,Não,Excel,Não sei ainda,6,Trabalho com carteira assinada/Vínculo Formal,Masculino,9,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),60,175,70,Não,Não,15/03/1974,Facebook,12,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Sim
13/03/2019 14:46:52,Doutorado,AG - Agrárias,2013,PUC-PR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2016,2018,UFPR,2,Não,1,1,Sim,"Excel, Selegen, assistat",Certamente sim,10,Desempregada e sem bolsa.,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),10,174,68,Cachorro; aranha; hamster,violino,29/04/1990,"Facebook, Instagram, Linkedin",2,Não,sem uvas passas,45,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 15:20:04,Doutorado,AG - Agrárias,2010,UFPR,Monitoria,2017,2019,UFPR,1,Não,1,2,Sim,"Minitab, Excel",Certamente sim,9,Trabalho ocasional,Masculino,1,Outro Estado,Sozinho,Carro/moto próprio,A e B (moto e carro),20,173,86,2 gatos,Não,19/09/1986,"Facebook, Instagram, Linkedin",10,Sim,tanto faz.,69,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por amigos,Não,Não,Não
13/03/2019 15:42:07,Mestrado Profisional,SL - Litoral,1997,FAFIJA,,,,,1,Não,1,1,Não,Excel,Não sei ainda,8,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,A e B (moto e carro),20,165,70,CACHORRO,Não,25/02/1972,,0,Sim,tanto faz.,60,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Não,Não,Não
13/03/2019 16:17:45,Mestrado Acadêmico,AG - Agrárias,2016,UFMG,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto, Empresa Júnior",,,,2,CNPQ,2,0,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,Sozinho,Carro/moto próprio,B (carro),10,173,64,Serpente; coruja; gecko,Trompete,25/06/1992,"Facebook, Instagram, Linkedin, Outras",8,Não,sem uvas passas,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 16:43:25,Doutorado,ED - Educação,2015,UNICESUMAR,,2013,2015,UNICENTRO,3,Não,1,0,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com outros familiares,Carro/moto próprio,B (carro),240,168,65,CACHORRO,Não,14/05/1968,"Facebook, Instagram, Linkedin, Outras",0,Sim,sem uvas passas,55,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 17:48:57,Professor,SD - Saúde,1994,UFPR,Iniciação científica,1997,1999,UFPR,67,Não,1,1,Sim,"SPSS, Excel",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,160,60,Não,Não,02/06/1965,,0,Não,tanto faz.,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
13/03/2019 17:57:04,Mestrado Acadêmico,"AC - Artes, Comunicação e Design",2017,PUC,,,2020,UFPR,2,ANEEL COPEL,0,0,Não,Excel,Não sei ainda,5,Bolsista em tempo integral,Feminino,0,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,171,62,Cachorro,Trompete,17/05/1993,"Instagram, Linkedin",10,Sim,com uvas passas,35,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 18:33:01,Mestrado Profisional,SD - Saúde,2006,PUCPR,Monitoria,,,,0,Não,1,0,Sim,"SPSS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),15,167,74,cachorro,violão,06/01/1981,"Facebook, Twitter, Instagram",5,Sim,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Não,Não
13/03/2019 19:53:50,Mestrado Acadêmico,SD - Saúde,2011,Centro Universitário do Maranhão,,,,,2,Não,1,0,Não,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Sozinho,A pé,Não,5,165,53,Não,Não,12/06/1990,"Facebook, Instagram",5,Sim,com uvas passas,60,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
